ID,英文名稱,中文名稱,圖片,組別,審定日期,更新日期
19446677,cost loading,成本负载配置,,营管组,,2023-01-17
19446678,cost management,成本管理,,营管组,,2023-01-17
19446679,cost management plan,成本管理计划,,营管组,,2023-01-17
19446680,cost of possession,持有成本,,nan,,2023-01-17
19446681,cost of work,工作成本,,营管组,,2023-01-17
19446682,cost performance index (CPI),成本绩效指数,,营管组,,2023-01-17
19446683,cost plus,成本加成[法],,营管组,,2023-01-17
19446684,cost risk assessment,成本风险评估,,营管组,,2023-01-17
19446685,cost updating,成本更新,,营管组,,2023-01-17
19446686,cost variance (CV),成本变异,,营管组,,2023-01-17
19446688,cost/benefit analysis,成本/效益分析,,建筑_环控,,2023-01-17
19446689,cost-benefit analysis,成本效益分析,,环工组,,2023-01-17
19446690,cost-benefit ratio,成本效益比；本益比,,nan,,2023-01-17
19446691,cost-benefit strategy,成本效益策略,,环工组,,2023-01-17
19446692,cost-effectiveness,成本有效性；成本效果,,环工组,,2023-01-17
19446693,cost-plus contract,成本加成契约；成本加公费契约,,营管组,,2023-01-17
19446694,cost-plus fee (CPF) contract,成本加公费契约；成本加成契约,,营管组,,2023-01-17
19446695,cost-plus-fee contract,成本加公费契约；成本加酬契约,,nan,,2023-01-17
19446696,cost-plus-fixed-fee (CPFF) contract,成本加固定公费契约,,营管组,,2023-01-17
19446697,cost-plus-incentive-fee (CPIF) contract,成本加奖励公费契约,,营管组,,2023-01-17
19446698,cost-reimbursable contract,成本归垫契约,,营管组,,2023-01-17
19446699,cost-to-complete,完工待支成本,,营管组,,2023-01-17
19446700,cotidal chart,等潮图,,nan,,2023-01-17
19446701,cotton mats,棉质保湿席,,nan,,2023-01-17
19446702,Coulomb earth-pressure theory,库伦土压力理论,,nan,,2023-01-17
19446703,coulometer,库仑计,,环工组,,2023-01-17
19446704,coulometric titration,电量滴定,,环工组,,2023-01-17
19446705,Council on Environmental Quality (CEQ),环境品质委员会,,环工组,,2023-01-17
19446706,count,支数{纤维细度单位},,材料_FRP,,2023-01-17
19446707,counter,计数器,,环工组,,2023-01-17
19446708,counter current,逆向流；反向流,,nan,,2023-01-17
19446709,counter dam,护坝,,nan,,2023-01-17
19446710,counter ion,反离子,,环工组,,2023-01-17
19446711,counterbracing,交叉斜撑,,nan,,2023-01-17
19446712,countercurrent contact,逆流接触,,环工组,,2023-01-17
19446713,countercurrent extraction,逆流萃取,,环工组,,2023-01-17
19446714,counterfort abutment,扶壁式桥台,,nan,,2023-01-17
19446715,counterfort retaining wall,扶壁式挡土墙,,nan,,2023-01-17
19446716,counterforted abutment,扶壁式桥台,,nan,,2023-01-17
19446717,counterforted retaining wall,内撑挡土墙,,nan,,2023-01-17
19446718,counterpoise bridge,开阖桥,,nan,,2023-01-17
19446719,countersunk and chipped rivet,埋头凿平铆钉,,nan,,2023-01-17
19446720,countersunk head rivet,埋头铆钉,,nan,,2023-01-17
19446721,countersunk rivet,平头铆钉,,nan,,2023-01-17
19446722,counting rate,计数率,,环工组,,2023-01-17
19446723,country and town plan,乡镇计划；乡街计划,,都计组,,2023-01-17
19446724,country planning,乡村规划,,nan,,2023-01-17
19446725,country road,乡道,,nan,,2023-01-17
19446726,couple,力偶,,nan,,2023-01-17
19446727,couple forces,力偶力,,nan,,2023-01-17
19446728,couple moment,力偶矩,,nan,,2023-01-17
19446729,coupled shear wall,偶合剪力墙,,nan,,2023-01-17
19446730,coupler,续接器；连结器,,nan,,2023-01-17
19446731,coupler fastening,续接器接合,,营管组,,2023-01-17
19446732,coupler sheath,续接器套筒,,nan,,2023-01-17
19446733,coupling,耦合[效应]；偶合；连挂{铁路},,nan,,2023-01-17
19446734,coupling agent,耦合剂,,nan,,2023-01-17
19446735,coupling beam,耦合梁；连接梁,,nan,,2023-01-17
19446736,coupling device,连结装置,,nan,,2023-01-17
19446737,coupling pin,耦合插梢,,nan,,2023-01-17
19446738,coupling sleeve,续接套筒,,nan,,2023-01-17
19446739,coupon-ticket,优待票,,nan,,2023-01-17
19446740,course,层{铺面},,nan,,2023-01-17
19446741,course of construction insurance,工程保险条款,,营管组,,2023-01-17
19446742,course of traverse,导线路线,,nan,,2023-01-17
19446743,course separation,航向隔离,,nan,,2023-01-17
19446744,coursed masonry,层砌圬工,,nan,,2023-01-17
19446745,court yard,中庭,,nan,,2023-01-17
19446746,courtyard house,带有中庭的宅邸,,建筑_环控,,2023-01-17
19446747,covalent bond,共价键,,环工组,,2023-01-17
19446748,covariance,共变异数；协变方；协方差,,测量组,,2023-01-17
19446749,covariance matrix,共变异数矩阵；协变方矩阵；协方差矩阵,,测量组,,2023-01-17
19446750,cover,保护层；盖板,,nan,,2023-01-17
19446751,cover block,保护层垫块,,nan,,2023-01-17
19446752,cover factor,覆被因数；覆被因子,,环工组,,2023-01-17
19446753,cover plate,盖钣,,nan,,2023-01-17
19446754,covered conduit,暗渠；暗管,,nan,,2023-01-17
19446755,covered electrode,被覆銲条；被复电銲条,,纲结构名词-銲接与AISC,,2023-11-15
19446756,covered street,有顶盖的街道,,建筑_环控,,2023-01-17
19446757,covering with fascine,黍楷埽工,,nan,,2023-01-17
19446758,crab-bolt,底脚螺栓；锚栓,,nan,,2023-01-17
19446759,crack,裂纹；裂缝,,nan,,2023-01-17
19446760,crack and seat,破碎稳定工法,,nan,,2023-01-17
19446761,crack detector,裂缝检查器,,nan,,2023-01-17
19446762,crack saw,锯缝机,,nan,,2023-01-17
19446763,crack-control reinforcement,裂缝控制钢筋,,nan,,2023-01-17
19446764,cracked section,开裂断面,,nan,,2023-01-17
19446765,cracking,裂解；开裂,,nan,,2023-01-17
19446766,cracking load,开裂载重,,nan,,2023-01-17
19446767,crackmeter,裂缝计,,nan,,2023-01-17
19446768,crack-relief layer,开裂缓和层,,nan,,2023-01-17
19446769,Cradle-to-cradle,摇篮到摇篮{建材循环再利用},,建筑_环控,,2023-01-17
19446770,Cradle-to-grave,摇篮到坟墓{建材无法循环再利用},,建筑_环控,,2023-01-17
19446771,craft labor,技术工,,营管组,,2023-01-17
19446772,craft turnover,工班更替,,营管组,,2023-01-17
19446773,cramp,钳,,材料_FRP,,2023-01-17
19446774,crane,起重机；吊车,,nan,,2023-01-17
19446775,crane rail,吊车轨道,,营管组,,2023-01-17
19446776,crane ship,起重船,,nan,,2023-01-17
19446777,crane shovel,吊挖机,,nan,,2023-01-17
19446778,crane structure,起重机结构,,nan,,2023-01-17
19446779,crank case,曲轴箱,,环工组,,2023-01-17
19446780,cranked fish plate,曲柄鱼尾板,,nan,,2023-01-17
19446781,crash barrier,减速辅助器{空运},,nan,,2023-01-17
19446782,crash wall,防撞[隔]墙,,nan,,2023-01-17
19446783,crashworthiness design,耐冲撞设计,,nan,,2023-01-17
19446784,crater,銲疤,,「钢结构及AISC名词,,2023-11-15
19446785,crawler track,联行垫铁板,,nan,,2023-01-17
19446786,crawler tractor,履带式推土机,,nan,,2023-01-17
19446787,crawler type tractor,履带式牵引机,,nan,,2023-01-17
19446788,crawler-mounted bulldozer,履带推土机,,nan,,2023-01-17
19446789,craze crack,表面裂纹,,nan,,2023-01-17
19446790,crazing,表面裂纹,,nan,,2023-01-17
19446791,creative criticism,创造性批判,,nan,,2023-01-17
19446792,credibility,可信度,,营管组,,2023-01-17
19446793,creel,纱架；卷轴架,,材料_FRP,,2023-01-17
19446794,creep,潜变；徐变,,nan,,2023-01-17
19446795,creep coefficient,潜变系数,,nan,,2023-01-17
19446796,creep curve,潜变曲线,,材料_FRP,,2023-01-17
19446797,creep rupture,潜变破裂,,材料_FRP,,2023-01-17
19446798,creep test,潜变试验,,nan,,2023-01-17
19446799,creeper crane,可移动式吊车,,nan,,2023-01-17
19446800,Crenothrix,沼铁细菌属,,环工组,,2023-01-17
19446801,creosote,蒸木油,,nan,,2023-01-17
19446802,creosoting,注防腐油,,nan,,2023-01-17
19446803,crescent arch,弦月拱,,nan,,2023-01-17
19446804,cresol,甲酚,,环工组,,2023-01-17
19446805,crest curve,凸形线,,测量组,,2023-01-17
19446806,crest length,坝顶长度,,nan,,2023-01-17
19446807,crest length of overflow section,溢流段长度,,nan,,2023-01-17
19446808,crest of dam,坝顶,,nan,,2023-01-17
19446809,crest of overflow,溢流顶,,nan,,2023-01-17
19446810,crest of wave,波峰,,nan,,2023-01-17
19446811,crest segment,洪峰段,,nan,,2023-01-17
19446812,crest speed,站间最高运行速率,,nan,,2023-01-17
19446813,crest-gage indicator,洪痕尺,,nan,,2023-01-17
19446814,crew scheduling & roastering,人员排程与指派,,nan,,2023-01-17
19446815,crib spur,框坝,,nan,,2023-01-17
19446816,crib wall,框式墙,,nan,,2023-01-17
19446817,crimp,卷曲,,材料_FRP,,2023-01-17
19446818,crimped angle,折贴角,,nan,,2023-01-17
19446819,crimped steel fiber,弯折钢纤维,,nan,,2023-01-17
19446820,crimped wire,弯折钢线,,nan,,2023-01-17
19446821,crippling load,皱曲载重、压皱载重,,nan,,2023-01-17
19446822,crippling stress,皱曲应力、压皱应力,,nan,,2023-01-17
19446823,criteria,准则；基准{复数},,nan,,2023-01-17
19446824,criteria of environmental sound level,环境音量标准,,nan,,2023-01-17
19446825,criterion,准则；基准,,nan,,2023-01-17
19446826,criterion continuous concentration (CCC),连续浓度基准,,环工组,,2023-01-17
19446827,criterion maximum concentration (CMC),最大浓度基准,,环工组,,2023-01-17
19446828,critical activity,要径作业,,营管组,,2023-01-17
19446829,critical aquatic habitat,濒危水域栖地,,环工组,,2023-01-17
19446830,critical architecture,批判性建筑,,nan,,2023-01-17
19446831,critical chain method,关键链法,,营管组,,2023-01-17
19446832,critical circle,临界圆,,nan,,2023-01-17
19446833,critical concentration,临界浓度,,nan,,2023-01-17
19446834,critical configuration,危险配置,,测量组,,2023-01-17
19446835,critical damping,临界阻尼,,nan,,2023-01-17
19446836,critical date schedule,关键日期进度表,,营管组,,2023-01-17
19446837,critical density,临界密度,,环工组,,2023-01-17
19446838,critical depth water meter,临界水深管制仪,,nan,,2023-01-17
19446839,critical discharge,临界流量,,nan,,2023-01-17
19446840,critical dissolved-oxygen deficit,临界缺氧量,,环工组,,2023-01-17
19446841,critical eclecticism,批判折衷主义,,nan,,2023-01-17
19446842,critical experimentalism,批判实验主义,,nan,,2023-01-17
19446843,critical facility,关键设施,,都计组,,2023-01-17
19446844,critical fiber aspect ratio,临界纤维长径比；临界纤维纵横比,,材料_FRP,,2023-01-17
19446845,critical friction velocity,临界摩擦速度,,nan,,2023-01-17
19446846,critical group,关键群体,,环工组,,2023-01-17
19446847,critical humidity,临界湿度,,环工组,,2023-01-17
19446848,critical lane,临界车道,,nan,,2023-01-17
19446849,critical load,临界载重,,nan,,2023-01-17
19446850,critical longitudinal stress,临界纵向应力,,材料_FRP,,2023-01-17
19446851,critical path,要径,,nan,,2023-01-17
19446852,critical path method (CPM),要径法,,nan,,2023-01-17
19446853,critical path schedule,要径进度表,,营管组,,2023-01-17
19446854,critical plane,临界面,,nan,,2023-01-17
19446855,critical saturation,临界饱和,,nan,,2023-01-17
19446856,critical section,临界断面,,nan,,2023-01-17
19446857,critical shear stress,临界剪应力,,材料_FRP,,2023-01-17
19446858,critical speed,临界速率,,nan,,2023-01-17
19446859,critical strain,临界应变,,材料_FRP,,2023-01-17
19446860,critical surface,临界表面,,nan,,2023-01-17
19446861,critical surface tension,临界表面张力,,nan,,2023-01-17
